old_id;new_id
506;505
509;507
510;505
513;512
514;4294
515;503
517;4295
518;4296
519;4486
530;4297
531;4298
533;4473
534;4299
535;4300
536;4301
537;4302
538;4303
539;507
549;4304
550;4305
551;4306
556;4307
557;4462
558;4309
559;4310
560;4311
561;4312
562;4313
563;4314
564;4315
565;4316
566;4317
571;4318
572;4319
574;542
582;4320
583;4321
584;4491
4274;4323
