ID;upsell;print area;print edition;print expire
13055265;"Top Ad,Online highlighted";"N";"";""
13059133;"Urgent,Print booster";"Y";"G";"2014-12-23 00:00:00"
13059083;"Top Ad,Print booster";"Y";"C,E,B";"2014-12-02 00:00:00"
13062285;"Top Ad";"N";"";""
13005778;"Top Ad";"N";"";""
12830612;"Urgent,Top Ad,Online highlighted";"N";"";""
13057155;"Top Ad";"Y";"";""
13056982;"Top Ad";"Y";"";""
12987460;"Top Ad,Online highlighted,Print booster";"Y";"E,C,A";"2014-12-09 00:00:00"
13058563;"Top Ad";"N";"";""
13069401;"Top Ad";"N";"";""
13057167;"Top Ad";"Y";"";""
13062593;"Top Ad";"Y";"";""
11540731;"Top Ad,Flashing,Online highlighted";"Y";"";""
13060236;"Top Ad,Flashing";"N";"";""
13052626;"Urgent,Top Ad";"Y";"";""
13016293;"Top Ad";"N";"";""
13067161;"Top Ad";"N";"";""
13057162;"Top Ad,Online highlighted,Print booster";"Y";"F";"2014-12-09 00:00:00"
12068725;"Top Ad";"Y";"";""
13058379;"Top Ad,Online highlighted";"N";"";""
13053654;"Flashing";"N";"";""
13068212;"Top Ad,Flashing,Online highlighted,Print booster";"Y";"";""
13065784;"Urgent";"Y";"";""
13060306;"Top Ad";"Y";"";""
13057156;"Top Ad";"Y";"";""
13067951;"Top Ad,Print booster";"Y";"A,B,F,G,C";"2014-12-02 00:00:00"
13069360;"Urgent,Top Ad,Online highlighted";"N";"";""
13067393;"Urgent";"N";"";""
13061887;"Top Ad,Print booster";"Y";"K,G,F";"2014-12-09 00:00:00"
13060099;"Top Ad,Online highlighted,Print booster";"Y";"B,C,A";"2014-12-23 00:00:00"
13070028;"Top Ad";"N";"";""
13015081;"Top Ad";"Y";"";""
13065497;"Top Ad";"N";"";""
13066900;"Top Ad";"Y";"";""
13047216;"Top Ad";"Y";"";""
13059403;"Top Ad";"N";"";""
13066073;"Top Ad,Online highlighted";"N";"";""
13053595;"Flashing";"N";"";""
13056474;"Urgent,Top Ad";"Y";"";""
13035351;"Online highlighted";"N";"";""
11631632;"Top Ad,Online highlighted,Print booster,Print booster";"Y";"K,G,F";"2014-12-23 00:00:00"
13067245;"Top Ad";"N";"";""
13057429;"Top Ad";"N";"";""
13065464;"Top Ad,Print booster";"Y";"E";"2014-12-09 00:00:00"
13062090;"Top Ad";"N";"";""
13057153;"Top Ad";"Y";"";""
13067490;"Top Ad";"Y";"";""
13060421;"Online highlighted";"Y";"";""
13060452;"Top Ad,Print booster";"Y";"D,A,AD,E,C";"2014-12-02 00:00:00"
13062072;"Urgent,Top Ad";"N";"";""
13066447;"Flashing,Online highlighted";"N";"";""
13062849;"Top Ad,Online highlighted";"Y";"";""
13056598;"Urgent,Top Ad,Flashing,Online highlighted";"N";"";""
13061123;"Top Ad";"Y";"";""
13061725;"Top Ad";"N";"";""
13068895;"Top Ad,Print booster";"Y";"B,C,A,G,E";"2014-12-30 00:00:00"
13063915;"Top Ad";"N";"";""
13058234;"Urgent,Top Ad,Flashing,Online highlighted,Print booster";"Y";"TI,AD,G";"2014-12-02 00:00:00"
12937486;"Online highlighted";"N";"";""
12985375;"Top Ad,Flashing,Online highlighted";"Y";"";""
12898763;"Flashing";"N";"";""
13060105;"Top Ad";"N";"";""
13069495;"Top Ad";"Y";"";""
13025039;"Top Ad,Online highlighted";"Y";"";""
12981108;"Top Ad";"Y";"";""
13059369;"Urgent,Flashing,Print booster";"Y";"F,A,G";"2014-12-02 00:00:00"
13060665;"Top Ad,Flashing";"Y";"";""
13057817;"Top Ad";"N";"";""
13055946;"Top Ad,Flashing,Online highlighted,Print booster";"Y";"F,A,AD,G,K";"2014-12-09 00:00:00"
12900877;"Top Ad";"N";"";""
13058537;"Top Ad,Print booster";"Y";"F";"2014-12-02 00:00:00"
13064030;"Urgent,Top Ad";"Y";"";""
13069320;"Urgent,Flashing,Print booster";"Y";"C";"2014-12-09 00:00:00"
13057290;"Top Ad,Flashing";"Y";"";""
13058495;"Urgent,Online highlighted";"Y";"";""
13059612;"Top Ad,Flashing";"N";"";""
13036853;"Urgent,Print booster";"Y";"K";"2014-12-02 00:00:00"
13062453;"Top Ad";"Y";"";""
12979025;"Top Ad,Flashing,Online highlighted";"Y";"";""
13066455;"Top Ad";"Y";"";""
13062252;"Top Ad,Online highlighted";"N";"";""
13064323;"Urgent";"N";"";""
13059209;"Top Ad";"Y";"";""
12588493;"Flashing";"N";"";""
12985353;"Top Ad";"Y";"";""
13060974;"Top Ad";"Y";"";""
13066962;"Top Ad,Print booster";"Y";"F,P,AD";"2014-12-02 00:00:00"
13069817;"Top Ad,Print booster";"Y";"P,F,AD";"2014-12-16 00:00:00"
13069005;"Top Ad";"N";"";""
13060720;"Top Ad,Print booster";"Y";"A,AD,D";"2014-12-02 00:00:00"
13056831;"Urgent,Flashing";"Y";"";""
13002758;"Top Ad,Flashing,Online highlighted,Print booster";"Y";"E";"2014-12-02 00:00:00"
12887778;"Flashing";"N";"";""
13069559;"Top Ad";"Y";"";""
13068585;"Top Ad";"Y";"";""
13056554;"Top Ad";"Y";"";""
12782165;"Top Ad";"N";"";""
13059434;"Top Ad";"N";"";""
13056871;"Online highlighted";"N";"";""
13003711;"Top Ad";"Y";"";""
12133772;"Top Ad";"N";"";""
13036712;"Online highlighted";"Y";"";""
13052132;"Top Ad";"N";"";""
13032136;"Top Ad";"Y";"";""
13058233;"Urgent,Top Ad,Flashing,Online highlighted,Print booster";"Y";"TI,AD,G";"2014-12-02 00:00:00"
13007930;"Top Ad";"N";"";""
13057151;"Urgent,Top Ad,Print booster";"Y";"C,A,E";"2014-12-09 00:00:00"
13067713;"Flashing,Print booster";"Y";"E";"2014-12-02 00:00:00"
12971357;"Basic,Top Ad,Flashing";"Y";"";""
13057381;"Top Ad,Online highlighted";"Y";"";""
13064367;"Top Ad";"N";"";""
12580701;"Top Ad";"N";"";""
13065790;"Urgent";"Y";"";""
13069351;"Top Ad";"Y";"";""
10937996;"Top Ad,Print booster";"Y";"K,G,F,A,P";"2014-12-30 00:00:00"
12754180;"Urgent";"N";"";""
13066220;"Online highlighted,Print booster";"Y";"G,A,F,B,K";"2014-12-02 00:00:00"
13061307;"Top Ad,Flashing";"Y";"";""
11953857;"Flashing";"N";"";""
13067883;"Top Ad";"N";"";""
13067933;"Top Ad";"Y";"";""
13059119;"Top Ad,Online highlighted";"Y";"";""
13064796;"Top Ad,Flashing,Print booster";"Y";"E,C,A";"2014-12-02 00:00:00"
12967377;"Top Ad";"Y";"";""
13057158;"Urgent,Top Ad,Print booster";"Y";"K";"2014-12-02 00:00:00"
13055752;"Urgent,Top Ad";"N";"";""
13064179;"Top Ad,Print booster";"Y";"E,C,A";"2014-12-09 00:00:00"
13069189;"Urgent";"Y";"";""
12971299;"Top Ad";"N";"";""
12739148;"Print booster,Print booster";"Y";"G,F,K";"2015-01-13 00:00:00"
13036339;"Top Ad,Flashing";"N";"";""
10828408;"Top Ad,Print booster,Print booster";"Y";"C,A,E,B,D";"2014-12-23 00:00:00"
13066264;"Urgent,Top Ad";"Y";"";""
13063480;"Urgent";"N";"";""
13067732;"Top Ad";"N";"";""
13003696;"Top Ad";"N";"";""
13056716;"Top Ad";"N";"";""
13060918;"Urgent,Top Ad";"Y";"";""
12745169;"Urgent";"N";"";""
13058311;"Urgent,Top Ad,Flashing,Online highlighted";"N";"";""
13043490;"Top Ad";"N";"";""
12294276;"Top Ad,Flashing,Online highlighted,Print booster";"Y";"C,E,B,A,G";"2014-12-02 00:00:00"
13060098;"Top Ad";"N";"";""
13062429;"Top Ad,Print booster";"Y";"E";"2014-12-09 00:00:00"
13064289;"Urgent,Top Ad,Print booster";"Y";"A,F,G,B,C";"2014-12-23 00:00:00"
13056747;"Urgent";"Y";"";""
12959163;"Online highlighted";"Y";"";""
13057441;"Urgent,Top Ad";"Y";"";""
13067385;"Top Ad";"Y";"";""
12974043;"Top Ad,Flashing";"N";"";""
13057857;"Top Ad,Print booster";"Y";"E,C,A,D,AD";"2014-12-02 00:00:00"
13049296;"Flashing,Online highlighted";"Y";"";""
13058992;"Top Ad,Print booster";"Y";"K,G,F";"2014-12-02 00:00:00"
13059880;"Top Ad";"Y";"";""
13057584;"Online highlighted,Print booster";"Y";"C,B,A";"2014-12-02 00:00:00"
13059015;"Flashing";"Y";"";""
12302701;"Top Ad";"N";"";""
13067042;"Flashing,Print booster";"Y";"E";"2014-12-02 00:00:00"
13064951;"Top Ad,Print booster";"Y";"G,F,K";"2014-12-02 00:00:00"
13056550;"Urgent,Top Ad";"Y";"";""
12995161;"Top Ad,Print booster";"Y";"K";"2014-12-02 00:00:00"
13043109;"Top Ad";"N";"";""
13018669;"Top Ad,Print booster";"Y";"A";"2014-12-09 00:00:00"
12947555;"Top Ad";"N";"";""
11878260;"Top Ad,Print booster";"Y";"G,A,F,B,K";"2014-12-02 00:00:00"
13060060;"Top Ad";"N";"";""
13065791;"Urgent";"Y";"";""
12874242;"Urgent,Print booster";"Y";"F,P,AD";"2014-12-09 00:00:00"
12895660;"Top Ad";"N";"";""
13064598;"Urgent,Top Ad";"Y";"";""
13058696;"Top Ad,Print booster";"Y";"C,A,E,D,B";"2014-12-23 00:00:00"
12804315;"Top Ad";"N";"";""
12536316;"Top Ad,Print booster";"Y";"G";"2014-12-02 00:00:00"
12876694;"Online highlighted";"Y";"";""
13030908;"Urgent,Top Ad,Print booster";"Y";"F,G,A";"2014-12-09 00:00:00"
13058430;"Flashing,Print booster";"Y";"E,C,A,D,AD";"2014-12-02 00:00:00"
13056541;"Top Ad";"Y";"";""
13060733;"Urgent,Top Ad";"Y";"";""
12564089;"Top Ad";"N";"";""
12422290;"Print booster,Print booster";"Y";"K,G,F";"2015-01-20 00:00:00"
13031015;"Top Ad,Online highlighted";"Y";"";""
12907335;"Top Ad,Online highlighted";"Y";"";""
12487465;"Print booster,Print booster";"Y";"E,D,A,C";"2014-12-02 00:00:00"
13069526;"Top Ad";"Y";"";""
13060670;"Top Ad";"Y";"";""
13021013;"Urgent";"N";"";""
13059583;"Urgent,Top Ad";"N";"";""
13062930;"Top Ad";"N";"";""
13068684;"Urgent,Print booster";"Y";"A,F,AD,C,D";"2014-12-09 00:00:00"
10311104;"Print booster";"Y";"G";"2014-12-02 00:00:00"
10403578;"Print booster";"Y";"G,A,F,B,K";"2014-12-02 00:00:00"
12891331;"Print booster";"Y";"E,D,A,C,AD";"2014-12-02 00:00:00"
12896889;"Print booster";"Y";"A,F,AD,C,D";"2014-12-02 00:00:00"
12922068;"Print booster";"Y";"D,A,E,AD,G";"2014-12-02 00:00:00"
12927242;"Print booster";"Y";"A,F,C";"2014-12-02 00:00:00"
12958857;"Print booster";"Y";"G,A,B,F,K";"2014-12-02 00:00:00"
12966096;"Print booster";"Y";"K";"2014-12-02 00:00:00"
12996736;"Print booster";"Y";"E,C,A";"2014-12-02 00:00:00"
12997737;"Print booster";"Y";"E";"2014-12-02 00:00:00"
12998683;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13015857;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13019557;"Print booster";"Y";"P";"2014-12-02 00:00:00"
13020079;"Print booster";"Y";"P,F,AD";"2014-12-02 00:00:00"
13024969;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13025099;"Print booster";"Y";"F";"2014-12-02 00:00:00"
13025645;"Print booster";"Y";"E,C,A,D,AD";"2014-12-02 00:00:00"
13025972;"Print booster";"Y";"C,A,E";"2014-12-02 00:00:00"
13026123;"Print booster";"Y";"A,G,B,F,C";"2014-12-02 00:00:00"
13026609;"Print booster";"Y";"AD,F,A";"2014-12-02 00:00:00"
13026694;"Print booster";"Y";"AD,F,P,D,A";"2014-12-02 00:00:00"
13027848;"Print booster";"Y";"A,F,AD,G,C";"2014-12-02 00:00:00"
13028394;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13028569;"Print booster";"Y";"F,K,G,P,A";"2014-12-02 00:00:00"
13032290;"Print booster";"Y";"K,F,G,P,A";"2014-12-09 00:00:00"
13033786;"Print booster";"Y";"E,C,A,D,B";"2014-12-02 00:00:00"
10290723;"Print booster";"Y";"E";"2014-12-09 00:00:00"
11943601;"Print booster";"Y";"C,B,E";"2014-12-09 00:00:00"
12205986;"Print booster";"Y";"A,D,AD";"2014-12-09 00:00:00"
12390268;"Print booster";"Y";"B,C,A";"2014-12-09 00:00:00"
12390304;"Print booster";"Y";"B,C,A";"2014-12-09 00:00:00"
12463601;"Print booster";"Y";"A";"2014-12-09 00:00:00"
12470967;"Print booster";"Y";"C,B,E,A,G";"2014-12-02 00:00:00"
12522966;"Print booster";"Y";"F,A,G";"2014-12-02 00:00:00"
12529418;"Print booster";"Y";"G,K,F,A,B";"2014-12-02 00:00:00"
12578170;"Print booster";"Y";"A,E,D";"2014-12-02 00:00:00"
12672669;"Print booster";"Y";"A,C,E";"2014-12-09 00:00:00"
12694045;"Print booster";"Y";"E,C,A,D,B";"2014-12-02 00:00:00"
12838980;"Print booster";"Y";"C";"2014-12-09 00:00:00"
12867401;"Print booster";"Y";"E";"2014-12-09 00:00:00"
12871993;"Print booster";"Y";"E,D,A,AD,G";"2014-12-02 00:00:00"
12925433;"Print booster";"Y";"TI,1U,AD,G,F";"2014-12-09 00:00:00"
12965025;"Print booster";"Y";"P";"2014-12-02 00:00:00"
12972449;"Print booster";"Y";"C,A,E,B,D";"2014-12-02 00:00:00"
12982185;"Print booster";"Y";"C";"2014-12-09 00:00:00"
12982270;"Print booster";"Y";"E,C,A";"2014-12-02 00:00:00"
12984523;"Print booster";"Y";"E,C,A";"2014-12-09 00:00:00"
12987141;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13009401;"Print booster";"Y";"E,C,A,D,B";"2014-12-02 00:00:00"
13017959;"Print booster";"Y";"A";"2014-12-02 00:00:00"
13023790;"Print booster";"Y";"E,C,A,D,B";"2014-12-02 00:00:00"
13026993;"Print booster";"Y";"E,C,A,D,AD";"2014-12-09 00:00:00"
13027866;"Print booster";"Y";"F,A,G";"2014-12-09 00:00:00"
13028651;"Print booster";"Y";"AD,F,A";"2014-12-02 00:00:00"
13035564;"Print booster";"Y";"TI,1U,AD,G,F";"2014-12-09 00:00:00"
13035693;"Print booster";"Y";"D,A,E,C,AD";"2014-12-02 00:00:00"
13036341;"Print booster";"Y";"E";"2014-12-09 00:00:00"
13037499;"Print booster";"Y";"D,A,AD,E,F";"2014-12-02 00:00:00"
13038021;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13039180;"Print booster";"Y";"E,D,A,C,AD";"2014-12-09 00:00:00"
13039720;"Print booster";"Y";"E";"2014-12-09 00:00:00"
13041061;"Print booster";"Y";"E,C,A,D,B";"2014-12-02 00:00:00"
13041430;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13041550;"Print booster";"Y";"G,A,F,B,K";"2014-12-09 00:00:00"
13042071;"Print booster";"Y";"F,P,AD";"2014-12-02 00:00:00"
13042625;"Print booster";"Y";"B,C,A,G,E";"2014-12-02 00:00:00"
13042681;"Print booster";"Y";"D,A,E";"2014-12-02 00:00:00"
13042772;"Print booster";"Y";"C,B,A";"2014-12-02 00:00:00"
13042794;"Print booster";"Y";"G";"2014-12-09 00:00:00"
13042894;"Print booster";"Y";"A";"2014-12-02 00:00:00"
13042947;"Print booster";"Y";"G,K,F,A,B";"2014-12-02 00:00:00"
13042949;"Print booster";"Y";"G,K,F,A,B";"2014-12-02 00:00:00"
13042951;"Print booster";"Y";"G,K,F,A,B";"2014-12-02 00:00:00"
13043018;"Print booster";"Y";"F,A,G,K,B";"2014-12-02 00:00:00"
13043081;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13043306;"Print booster";"Y";"B,C,A";"2014-12-02 00:00:00"
13043963;"Print booster";"Y";"G,K,F";"2014-12-02 00:00:00"
13044044;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13044424;"Print booster";"Y";"B,C,A";"2014-12-02 00:00:00"
13044784;"Print booster";"Y";"F,G,K";"2014-12-02 00:00:00"
13044796;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13045032;"Print booster";"Y";"G,B,A,F,C";"2014-12-02 00:00:00"
13045783;"Print booster";"Y";"C,E,B";"2014-12-02 00:00:00"
13045973;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13045982;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13046324;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13047023;"Print booster";"Y";"TI";"2014-12-02 00:00:00"
13047292;"Print booster";"Y";"K,G,F";"2014-12-02 00:00:00"
13047396;"Print booster";"Y";"F,AD,P";"2014-12-02 00:00:00"
13047631;"Print booster";"Y";"G,K,F";"2014-12-02 00:00:00"
13047660;"Print booster";"Y";"A,C,D,AD,E";"2014-12-02 00:00:00"
13047662;"Print booster";"Y";"D,A,E,C,AD";"2014-12-02 00:00:00"
13047682;"Print booster";"Y";"E,D,A";"2014-12-02 00:00:00"
13053974;"Print booster";"Y";"E,C,A,D,AD";"2014-12-02 00:00:00"
10302032;"Print booster";"Y";"K";"2014-12-16 00:00:00"
11242811;"Print booster";"Y";"E";"2014-12-09 00:00:00"
11841381;"Print booster";"Y";"AD,D,P,F,A";"2014-12-09 00:00:00"
12105070;"Print booster";"Y";"A,F,AD,C,D";"2014-12-02 00:00:00"
12738823;"Print booster";"Y";"TI";"2014-12-02 00:00:00"
12754369;"Print booster";"Y";"A,F,G,B,C";"2014-12-02 00:00:00"
12766314;"Print booster";"Y";"C,E,A,B,D";"2014-12-02 00:00:00"
12777968;"Print booster";"Y";"K,G,F,A,B";"2014-12-09 00:00:00"
12813635;"Print booster";"Y";"G,A,F";"2014-12-02 00:00:00"
12831209;"Print booster";"Y";"K,G,F,A,B";"2014-12-09 00:00:00"
12868318;"Print booster";"Y";"C";"2014-12-02 00:00:00"
12888145;"Print booster";"Y";"F,A,G,K,AD";"2014-12-02 00:00:00"
12892183;"Print booster";"Y";"A,D,E,AD,C";"2014-12-02 00:00:00"
12927600;"Print booster";"Y";"F,K,P,G,AD";"2014-12-09 00:00:00"
12943076;"Print booster";"Y";"B";"2014-12-09 00:00:00"
12952761;"Print booster";"Y";"C,B,E";"2014-12-09 00:00:00"
12960212;"Print booster";"Y";"A,B,G";"2014-12-09 00:00:00"
12990230;"Print booster";"Y";"E,C,A,D,AD";"2014-12-16 00:00:00"
12994424;"Print booster";"Y";"G";"2014-12-09 00:00:00"
12994686;"Print booster";"Y";"A,C,E,AD,D";"2014-12-02 00:00:00"
12995384;"Print booster";"Y";"F,P,K";"2014-12-09 00:00:00"
12996889;"Print booster";"Y";"K";"2014-12-02 00:00:00"
12998224;"Print booster";"Y";"K";"2014-12-02 00:00:00"
12998901;"Print booster";"Y";"A";"2014-12-02 00:00:00"
13002330;"Print booster";"Y";"D,E,A,C,AD";"2014-12-02 00:00:00"
13003737;"Print booster";"Y";"A,D,E,AD,C";"2014-12-02 00:00:00"
13004047;"Print booster";"Y";"F,P,AD,G,A";"2014-12-02 00:00:00"
13004605;"Print booster";"Y";"TI";"2014-12-02 00:00:00"
13015685;"Print booster";"Y";"K,G,F,A,B";"2014-12-02 00:00:00"
13018731;"Print booster";"Y";"B,C,A,G,F";"2014-12-09 00:00:00"
13021007;"Print booster";"Y";"F";"2014-12-02 00:00:00"
13021371;"Print booster";"Y";"E";"2014-12-09 00:00:00"
13027058;"Print booster";"Y";"C,B,E,A,G";"2014-12-02 00:00:00"
13027651;"Print booster";"Y";"E,C,A";"2014-12-09 00:00:00"
13028941;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13031207;"Print booster";"Y";"E,C,A";"2014-12-02 00:00:00"
13032076;"Print booster";"Y";"D,A,E,AD,G";"2014-12-16 00:00:00"
13032737;"Print booster";"Y";"E,C,A,D,AD";"2014-12-02 00:00:00"
13039153;"Print booster";"Y";"K,F,AD,G,1U";"2014-12-02 00:00:00"
13039217;"Print booster";"Y";"E";"2014-12-09 00:00:00"
13039238;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13039353;"Print booster";"Y";"K,G,F";"2014-12-02 00:00:00"
13041006;"Print booster";"Y";"G,A,F";"2014-12-02 00:00:00"
13041092;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13041123;"Print booster";"Y";"A,D,AD,F,E";"2014-12-09 00:00:00"
13041425;"Print booster";"Y";"E,C,A,D,AD";"2014-12-02 00:00:00"
13043416;"Print booster";"Y";"F,A,G";"2014-12-02 00:00:00"
13047658;"Print booster";"Y";"E";"2014-12-09 00:00:00"
13048182;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13048462;"Print booster";"Y";"G,F,A,K,B";"2014-12-02 00:00:00"
13048466;"Print booster";"Y";"F";"2014-12-02 00:00:00"
13048956;"Print booster";"Y";"E,D,A,C,AD";"2014-12-16 00:00:00"
13049016;"Print booster";"Y";"F,P,AD,G,A";"2014-12-16 00:00:00"
13049053;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13049567;"Print booster";"Y";"E,C,A";"2014-12-02 00:00:00"
13050313;"Print booster";"Y";"A,F,G,AD,C";"2014-12-02 00:00:00"
13050506;"Print booster";"Y";"AD,D,A";"2014-12-16 00:00:00"
13050861;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13051267;"Print booster";"Y";"P,F,AD";"2014-12-16 00:00:00"
13051418;"Print booster";"Y";"A,F,C,AD,D";"2014-12-02 00:00:00"
13051830;"Print booster";"Y";"K,F,G";"2014-12-02 00:00:00"
13051931;"Print booster";"Y";"A,D,AD";"2014-12-16 00:00:00"
13051996;"Print booster";"Y";"E,C,A";"2014-12-02 00:00:00"
13052307;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13052461;"Print booster";"Y";"C,B,E";"2014-12-02 00:00:00"
13052463;"Print booster";"Y";"E,C,A";"2014-12-09 00:00:00"
13052592;"Print booster";"Y";"K,G,F";"2014-12-02 00:00:00"
13052665;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13053112;"Print booster";"Y";"A";"2014-12-02 00:00:00"
13053550;"Print booster";"Y";"F,P,AD,G,A";"2014-12-16 00:00:00"
13053605;"Print booster";"Y";"K";"2014-12-16 00:00:00"
13053963;"Print booster";"Y";"F,K,P,G,AD";"2014-12-02 00:00:00"
13053983;"Print booster";"Y";"G,F,K";"2014-12-02 00:00:00"
13054017;"Print booster";"Y";"F,K,P,G,AD";"2014-12-02 00:00:00"
13054043;"Print booster";"Y";"B,C,A,G,F";"2014-12-09 00:00:00"
13054226;"Print booster";"Y";"D,A,AD,P,F";"2014-12-02 00:00:00"
13054322;"Print booster";"Y";"G,K,F";"2014-12-02 00:00:00"
13054398;"Print booster";"Y";"B,A,C,G,F";"2014-12-16 00:00:00"
13054467;"Print booster";"Y";"F,A,AD";"2014-12-02 00:00:00"
13054613;"Print booster";"Y";"TI,1U,AD";"2014-12-02 00:00:00"
13054949;"Print booster";"Y";"A,D,E,AD,C";"2014-12-02 00:00:00"
13055007;"Print booster";"Y";"AD";"2014-12-02 00:00:00"
13055113;"Print booster";"Y";"E,A,C";"2014-12-16 00:00:00"
13055114;"Print booster";"Y";"A";"2014-12-02 00:00:00"
13055227;"Print booster";"Y";"K,F,G";"2014-12-02 00:00:00"
13055253;"Print booster";"Y";"C,B,E";"2014-12-16 00:00:00"
13055379;"Print booster";"Y";"C,B,E";"2014-12-16 00:00:00"
13055543;"Print booster";"Y";"F,AD,P";"2014-12-02 00:00:00"
13055566;"Print booster";"Y";"F,A,AD,G,K";"2014-12-02 00:00:00"
13055584;"Print booster";"Y";"E,C,A,D,AD";"2014-12-02 00:00:00"
13055685;"Print booster";"Y";"B,A,C";"2014-12-02 00:00:00"
13055715;"Print booster";"Y";"C,B,E,A,G";"2014-12-02 00:00:00"
13055841;"Print booster";"Y";"C,B,E";"2014-12-02 00:00:00"
13055860;"Print booster";"Y";"AD,D,F";"2014-12-02 00:00:00"
13055874;"Print booster";"Y";"A,F,AD,D,C";"2014-12-02 00:00:00"
13055907;"Print booster";"Y";"E";"2014-12-02 00:00:00"
13056031;"Print booster";"Y";"F";"2014-12-02 00:00:00"
13056139;"Print booster";"Y";"AD";"2014-12-02 00:00:00"
13056151;"Print booster";"Y";"K,G,F";"2014-12-09 00:00:00"
13056496;"Print booster";"Y";"G,A,F,B,K";"2014-12-02 00:00:00"
13056595;"Print booster";"Y";"C";"2014-12-09 00:00:00"
13056718;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13056870;"Print booster";"Y";"P,F,AD";"2014-12-02 00:00:00"
13056954;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13057201;"Print booster";"Y";"P,F,AD,D,G";"2014-12-02 00:00:00"
13057392;"Print booster";"Y";"B,A,G,C,F";"2014-12-02 00:00:00"
13057393;"Print booster";"Y";"B,A,G,C,F";"2014-12-02 00:00:00"
13057859;"Print booster";"Y";"A,F,G";"2014-12-02 00:00:00"
13057926;"Print booster";"Y";"D";"2014-12-09 00:00:00"
13057937;"Print booster";"Y";"E";"2014-12-09 00:00:00"
13058514;"Print booster";"Y";"AD,F,P";"2014-12-02 00:00:00"
13058515;"Print booster";"Y";"AD,F,P";"2014-12-02 00:00:00"
13058593;"Print booster";"Y";"E,C,A";"2014-12-02 00:00:00"
13058697;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13059049;"Print booster";"Y";"C";"2014-12-02 00:00:00"
13059121;"Print booster";"Y";"F,P,G";"2014-12-02 00:00:00"
13059195;"Print booster";"Y";"A,C,F,AD,D";"2014-12-02 00:00:00"
13059428;"Print booster";"Y";"G";"2014-12-09 00:00:00"
13059457;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13060102;"Print booster";"Y";"G";"2014-12-02 00:00:00"
13060122;"Print booster";"Y";"K";"2014-12-02 00:00:00"
13060437;"Print booster";"Y";"C";"2014-12-02 00:00:00"
10217547;"Print booster";"Y";"D";"2014-12-02 00:00:00"
10456019;"Print booster";"Y";"C,B,A,E,G";"2014-12-02 00:00:00"
10755861;"Print booster";"Y";"A";"2014-12-02 00:00:00"
10821723;"Print booster";"Y";"E";"2014-12-02 00:00:00"
11073363;"Print booster";"Y";"G";"2014-12-02 00:00:00"
11174236;"Print booster";"Y";"C";"2014-12-23 00:00:00"
11248269;"Print booster";"Y";"G,A,F,B,K";"2014-12-02 00:00:00"
11657724;"Print booster";"Y";"F,K,G,P,A";"2014-12-02 00:00:00"
11750908;"Print booster";"Y";"E";"2014-12-02 00:00:00"
11771190;"Print booster";"Y";"G,A,B,F,K";"2014-12-02 00:00:00"
11805962;"Print booster";"Y";"C";"2014-12-16 00:00:00"
12089704;"Print booster";"Y";"G,K,F,A,B";"2014-12-02 00:00:00"
12140862;"Print booster";"Y";"C,B,E,A,G";"2014-12-09 00:00:00"
12280745;"Print booster";"Y";"D,A,AD,P,F";"2014-12-02 00:00:00"
12296129;"Print booster";"Y";"D";"2014-12-02 00:00:00"
12364958;"Print booster";"Y";"C,E,A";"2014-12-16 00:00:00"
12612412;"Print booster";"Y";"E,C,A";"2014-12-23 00:00:00"
12719181;"Print booster";"Y";"A,D,AD,F,E";"2014-12-23 00:00:00"
12734946;"Print booster";"Y";"G";"2014-12-09 00:00:00"
12809638;"Print booster";"Y";"K";"2014-12-23 00:00:00"
12843553;"Print booster";"Y";"K,F,G";"2014-12-09 00:00:00"
12846847;"Print booster";"Y";"G,K,F,A,B";"2014-12-02 00:00:00"
12851966;"Print booster";"Y";"C";"2014-12-02 00:00:00"
12877781;"Print booster";"Y";"C";"2014-12-09 00:00:00"
12880258;"Print booster";"Y";"C,B,E,A,G";"2014-12-02 00:00:00"
12903939;"Print booster";"Y";"A";"2014-12-02 00:00:00"
12923015;"Print booster";"Y";"E,C,A,D,AD";"2014-12-16 00:00:00"
